Batalhas,WinRate_Bloco,Epsilon,Reward
500,55.60000000000001,0.0,193600.0
1000,59.4,0.0,478600.0
1500,56.39999999999999,0.0,698800.0
2000,56.99999999999999,0.0,937200.0
2500,52.400000000000006,0.0,1055600.0
3000,55.60000000000001,0.0,1244400.0
3500,56.99999999999999,0.0,1478800.0
4000,56.99999999999999,0.0,1707600.0
4500,53.6,0.0,1843800.0
5000,59.4,0.0,2121200.0
5500,55.800000000000004,0.0,2304200.0
6000,59.199999999999996,0.0,2594200.0
6500,57.199999999999996,0.0,2822600.0
7000,56.599999999999994,0.0,3047800.0
7500,60.4,0.0,3356200.0
8000,56.39999999999999,0.0,3552800.0
8500,54.6,0.0,3718000.0
9000,59.0,0.0,3994800.0
9500,58.4,0.0,4267200.0
10000,61.0,0.0,4595200.0
10500,57.4,0.0,4836600.0
11000,58.599999999999994,0.0,5111200.0
11500,61.0,0.0,5437600.0
12000,55.800000000000004,0.0,5642600.0
12500,58.599999999999994,0.0,5913800.0
13000,59.199999999999996,0.0,6199200.0
13500,62.2,0.0,6572000.0
14000,59.8,0.0,6868200.0
14500,60.4,0.0,7170800.0
15000,60.0,0.0,7475800.0
15500,56.99999999999999,0.0,7707800.0
16000,60.6,0.0,8031200.0
16500,56.2,0.0,8245800.0
17000,60.199999999999996,0.0,8561600.0
17500,57.8,0.0,8813200.0
18000,55.800000000000004,0.0,9022000.0
18500,62.8,0.0,9404400.0
19000,60.0,0.0,9711200.0
19500,59.4,0.0,10005600.0
20000,58.8,0.0,10278800.0
