Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,66.6,0.307,238125,0,6.30,37.6,45177
1000,71.6,0.299,558679,0,6.46,37.9,46093
1500,68.0,0.292,823330,0,6.61,38.2,47099
2000,64.0,0.283,1014036,0,6.78,38.5,47987
2500,65.6,0.275,1234998,0,6.92,38.8,48932
3000,67.2,0.268,1484040,0,7.06,39.1,49883
3500,68.0,0.258,1749453,0,7.22,39.3,50666
4000,65.2,0.249,1956814,0,7.37,39.5,51496
4500,70.2,0.240,2258375,0,7.51,39.7,52325
5000,65.6,0.230,2479202,0,7.66,40.1,53068
5500,67.2,0.220,2727119,0,7.81,40.3,53832
6000,63.4,0.209,2910773,0,7.95,40.5,54546
6500,68.4,0.199,3178653,0,8.10,40.8,55245
7000,66.8,0.187,3416000,0,8.24,41.0,55907
7500,69.4,0.176,3702347,0,8.39,41.1,56553
8000,66.6,0.164,3941212,0,8.53,41.3,57193
8500,67.8,0.152,4197071,0,8.67,41.5,57819
9000,64.8,0.140,4409939,0,8.81,41.7,58458
9500,67.4,0.128,4662671,0,8.95,41.8,59050
10000,63.6,0.115,4849346,0,9.09,42.0,59635
