Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,51.4,0.267,-24939,0,11.63,37.2,253686
1000,46.4,0.264,-126146,0,11.64,37.2,254955
1500,49.8,0.262,-183438,0,11.64,37.2,256186
2000,50.0,0.259,-223164,0,11.65,37.2,257276
2500,51.2,0.257,-246240,0,11.67,37.3,258409
3000,51.4,0.254,-272996,0,11.68,37.3,259664
3500,47.4,0.252,-363389,0,11.69,37.3,260814
4000,49.6,0.249,-418294,0,11.70,37.3,261934
4500,47.4,0.246,-514197,0,11.71,37.3,263080
5000,47.2,0.244,-598749,0,11.72,37.4,264336
5500,49.0,0.241,-661832,0,11.73,37.4,265490
6000,51.2,0.239,-680327,0,11.75,37.4,266693
6500,51.0,0.236,-701638,0,11.75,37.5,267821
7000,52.2,0.233,-693886,0,11.78,37.5,268932
7500,51.6,0.231,-720600,0,11.79,37.5,270066
8000,47.2,0.228,-813734,0,11.80,37.5,271183
8500,47.8,0.225,-896117,0,11.82,37.6,272134
9000,52.8,0.223,-881616,0,11.82,37.6,273431
9500,46.8,0.220,-985263,0,11.84,37.6,274449
10000,51.2,0.216,-1019628,0,11.85,37.7,275366
