Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,43.0,0.350,-177300,0,11.81,36.6,195281
1000,46.2,0.349,-287373,0,11.79,36.6,197096
1500,46.8,0.347,-391428,0,11.77,36.6,198916
2000,46.6,0.345,-481500,0,11.74,36.6,200675
2500,45.4,0.344,-608805,0,11.72,36.5,202272
3000,47.4,0.342,-700924,0,11.71,36.6,203896
3500,50.0,0.340,-747710,0,11.68,36.6,205827
4000,45.6,0.338,-873479,0,11.67,36.5,207502
4500,49.0,0.337,-936255,0,11.64,36.5,209349
5000,43.6,0.335,-1095019,0,11.63,36.5,210827
5500,44.2,0.333,-1239158,0,11.63,36.6,212229
6000,47.4,0.331,-1335976,0,11.62,36.6,213806
6500,45.2,0.329,-1460682,0,11.62,36.6,215197
7000,50.4,0.327,-1487916,0,11.61,36.6,216901
7500,42.2,0.325,-1660525,0,11.61,36.6,218531
8000,46.6,0.323,-1758130,0,11.61,36.6,220075
8500,48.0,0.321,-1829446,0,11.61,36.6,221461
9000,46.0,0.319,-1933165,0,11.60,36.6,223018
9500,48.0,0.317,-2011174,0,11.60,36.7,224411
10000,51.0,0.315,-2026814,0,11.58,36.7,226040
