Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,49.2,0.030,-57565,0,14.04,40.8,352725
1000,51.2,0.030,-77671,0,14.07,40.8,353222
1500,51.6,0.030,-92752,0,14.09,40.9,353796
2000,49.6,0.030,-133735,0,14.12,40.9,354398
2500,47.4,0.030,-225714,0,14.14,40.9,354959
3000,53.8,0.030,-204358,0,14.17,40.9,355509
3500,52.8,0.030,-203421,0,14.19,41.0,356002
4000,52.0,0.030,-203520,0,14.22,41.0,356537
4500,50.6,0.030,-239426,0,14.24,41.0,357073
5000,53.4,0.030,-214089,0,14.26,41.0,357671
5500,52.4,0.030,-211892,0,14.29,41.0,358212
6000,50.0,0.030,-265528,0,14.32,41.1,358602
6500,52.2,0.030,-274337,0,14.35,41.1,359053
7000,54.8,0.030,-232430,0,14.37,41.1,359591
7500,47.8,0.030,-319187,0,14.40,41.1,360095
8000,50.4,0.030,-353624,0,14.43,41.2,360591
8500,48.2,0.030,-415865,0,14.46,41.2,361042
9000,48.8,0.030,-474228,0,14.49,41.2,361483
9500,46.8,0.030,-563913,0,14.51,41.3,362025
10000,51.2,0.030,-579711,0,14.54,41.3,362540
