Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,47.2,0.030,-89129,0,14.56,41.3,363008
1000,50.2,0.030,-130708,0,14.60,41.3,363426
1500,48.8,0.030,-190662,0,14.62,41.3,363967
2000,47.8,0.030,-260052,0,14.65,41.4,364468
2500,51.0,0.030,-283634,0,14.68,41.4,364937
3000,49.6,0.030,-329010,0,14.70,41.4,365359
3500,46.4,0.030,-421640,0,14.73,41.4,365881
4000,52.4,0.030,-414217,0,14.76,41.4,366271
4500,52.6,0.030,-414297,0,14.79,41.5,366727
5000,53.0,0.030,-405161,0,14.82,41.5,367123
5500,48.0,0.030,-493981,0,14.85,41.5,367577
6000,49.8,0.030,-541214,0,14.88,41.5,367993
6500,50.6,0.030,-573401,0,14.90,41.6,368524
7000,49.6,0.030,-614389,0,14.92,41.6,368965
7500,50.2,0.030,-659047,0,14.95,41.6,369380
8000,50.6,0.030,-685205,0,14.98,41.7,369799
8500,50.2,0.030,-727357,0,15.01,41.7,370278
9000,49.4,0.030,-776869,0,15.03,41.7,370741
9500,51.2,0.030,-811478,0,15.06,41.7,371197
10000,51.6,0.030,-817032,0,15.08,41.8,371646
