Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,73.2,0.399,357505,0,1.75,15.4,7130
1000,66.2,0.397,592249,0,2.24,20.9,11473
1500,66.2,0.395,823951,0,2.62,23.5,14961
2000,66.0,0.393,1052012,0,2.93,25.5,18039
2500,62.8,0.390,1221540,0,3.20,27.0,20686
3000,64.4,0.387,1415159,0,3.47,28.4,23076
3500,71.6,0.383,1739066,0,3.71,29.7,25220
4000,69.0,0.379,2014036,0,3.94,30.6,27165
4500,66.0,0.375,2234718,0,4.18,31.6,28892
5000,65.6,0.371,2452420,0,4.38,32.4,30595
5500,65.8,0.366,2677530,0,4.58,33.1,32153
6000,64.2,0.361,2869257,0,4.77,33.7,33764
6500,64.4,0.356,3060063,0,4.97,34.5,35167
7000,64.6,0.350,3259605,0,5.17,35.1,36387
7500,62.4,0.344,3423737,0,5.33,35.5,37828
8000,67.0,0.339,3662166,0,5.50,35.8,39197
8500,70.4,0.333,3957725,0,5.68,36.1,40486
9000,63.6,0.327,4132241,0,5.84,36.6,41709
9500,66.2,0.320,4359923,0,6.00,37.0,42813
10000,66.2,0.314,4574633,0,6.16,37.3,44073
