Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,48.4,0.030,-68591,0,15.62,42.2,381112
1000,52.6,0.030,-69994,0,15.65,42.2,381539
1500,54.6,0.030,-35537,0,15.67,42.2,381985
2000,50.0,0.030,-80047,0,15.70,42.3,382499
2500,52.2,0.030,-69868,0,15.72,42.3,382973
3000,50.4,0.030,-102421,0,15.74,42.3,383377
3500,52.0,0.030,-108082,0,15.77,42.3,383825
4000,50.8,0.030,-126995,0,15.80,42.3,384178
4500,53.4,0.030,-107671,0,15.82,42.4,384607
5000,48.0,0.030,-187972,0,15.85,42.4,385109
5500,50.4,0.030,-224709,0,15.88,42.4,385458
6000,51.2,0.030,-238329,0,15.91,42.4,385900
6500,53.0,0.030,-228630,0,15.94,42.4,386372
7000,55.8,0.030,-165490,0,15.96,42.4,386778
7500,51.8,0.030,-173246,0,15.99,42.5,387223
8000,52.8,0.030,-172383,0,16.01,42.5,387593
8500,52.0,0.030,-174410,0,16.04,42.5,387969
9000,53.8,0.030,-153445,0,16.06,42.5,388471
9500,52.2,0.030,-154678,0,16.08,42.6,388964
10000,51.6,0.030,-171332,0,16.11,42.6,389384
