Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,48.8,0.030,-64438,0,16.14,42.6,389801
1000,55.2,0.030,-7450,0,16.16,42.6,390264
1500,50.8,0.030,-19591,0,16.19,42.6,390694
2000,54.0,0.030,23375,0,16.21,42.7,391129
2500,50.2,0.030,-14071,0,16.24,42.7,391540
3000,56.2,0.030,64547,0,16.26,42.7,392001
3500,52.6,0.030,82535,0,16.29,42.7,392344
4000,51.6,0.030,92583,0,16.31,42.7,392762
4500,50.0,0.030,59986,0,16.33,42.7,393164
5000,53.6,0.030,88111,0,16.35,42.7,393629
5500,47.6,0.030,12124,0,16.38,42.8,394053
6000,51.0,0.030,-9231,0,16.41,42.8,394438
6500,49.4,0.030,-52677,0,16.43,42.8,394898
7000,53.0,0.030,-41944,0,16.46,42.8,395335
7500,50.4,0.030,-80355,0,16.48,42.8,395823
8000,51.4,0.030,-94337,0,16.50,42.8,396265
8500,48.0,0.030,-166720,0,16.52,42.9,396702
9000,47.2,0.030,-250184,0,16.55,42.9,397077
9500,52.4,0.030,-237264,0,16.57,42.9,397501
10000,51.2,0.030,-256019,0,16.59,42.9,397887
