Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,48.4,0.213,-75376,0,11.87,37.7,276388
1000,49.0,0.211,-144188,0,11.88,37.7,277427
1500,48.2,0.208,-228692,0,11.89,37.8,278407
2000,50.2,0.205,-277351,0,11.90,37.8,279510
2500,45.6,0.202,-410143,0,11.92,37.8,280543
3000,48.6,0.199,-483194,0,11.93,37.8,281612
3500,44.6,0.196,-620081,0,11.95,37.9,282487
4000,46.8,0.193,-717024,0,11.97,37.9,283554
4500,49.2,0.190,-774280,0,11.98,37.9,284598
5000,49.6,0.187,-836515,0,12.01,37.9,285515
5500,46.4,0.184,-952740,0,12.02,38.0,286473
6000,48.4,0.180,-1032055,0,12.04,38.0,287440
6500,48.4,0.177,-1112537,0,12.06,38.0,288338
7000,51.0,0.174,-1142666,0,12.07,38.1,289230
7500,44.2,0.171,-1294261,0,12.08,38.1,290329
8000,45.2,0.169,-1421623,0,12.09,38.1,291548
8500,49.6,0.166,-1469010,0,12.10,38.2,292572
9000,45.6,0.162,-1581047,0,12.12,38.2,293506
9500,48.0,0.160,-1656547,0,12.13,38.2,294543
10000,47.0,0.156,-1743699,0,12.15,38.2,295491
