Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,50.6,0.030,-32146,0,13.51,40.2,341686
1000,51.4,0.030,-49660,0,13.54,40.2,342294
1500,49.2,0.030,-112684,0,13.57,40.3,342929
2000,50.4,0.030,-143900,0,13.60,40.3,343408
2500,51.8,0.030,-158309,0,13.62,40.3,344065
3000,51.6,0.030,-169709,0,13.64,40.4,344627
3500,48.4,0.030,-236550,0,13.67,40.4,345184
4000,49.6,0.030,-299253,0,13.70,40.4,345738
4500,48.8,0.030,-367442,0,13.73,40.5,346309
5000,49.8,0.030,-417689,0,13.75,40.5,346874
5500,49.8,0.030,-471593,0,13.78,40.5,347376
6000,48.4,0.030,-535235,0,13.80,40.6,347991
6500,52.2,0.030,-551314,0,13.83,40.6,348568
7000,48.0,0.030,-633079,0,13.85,40.6,349111
7500,49.6,0.030,-683633,0,13.88,40.6,349638
8000,49.4,0.030,-742566,0,13.90,40.7,350122
8500,51.4,0.030,-748849,0,13.92,40.7,350649
9000,51.4,0.030,-768394,0,13.95,40.7,351213
9500,52.6,0.030,-764466,0,13.98,40.7,351708
10000,49.8,0.030,-809004,0,14.01,40.8,352225
