Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,69.4,0.050,292294,0,11.88,45.0,69572
1000,68.8,0.050,563122,0,12.01,45.1,69937
1500,66.6,0.050,810803,0,12.13,45.2,70339
2000,67.8,0.050,1064491,0,12.26,45.3,70797
2500,67.0,0.050,1313883,0,12.39,45.5,71131
3000,68.4,0.050,1588070,0,12.52,45.6,71461
3500,69.6,0.050,1884173,0,12.66,45.8,71777
4000,69.2,0.050,2168814,0,12.78,45.9,72165
4500,66.0,0.050,2399699,0,12.91,46.0,72546
5000,69.6,0.050,2697587,0,13.02,46.0,72978
5500,67.0,0.050,2944952,0,13.15,46.1,73295
6000,69.8,0.050,3242801,0,13.27,46.2,73638
6500,69.6,0.050,3540581,0,13.40,46.3,73968
7000,67.8,0.050,3805750,0,13.52,46.5,74291
7500,69.8,0.050,4106135,0,13.64,46.5,74647
8000,66.0,0.050,4337828,0,13.77,46.6,74938
8500,67.2,0.050,4590134,0,13.90,46.7,75233
9000,70.2,0.050,4888165,0,14.01,46.8,75605
9500,65.8,0.050,5119640,0,14.13,46.9,75912
10000,66.4,0.050,5355270,0,14.25,47.0,76235
