Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,54.2,0.030,44526,0,15.11,41.8,372078
1000,48.0,0.030,-32470,0,15.13,41.8,372579
1500,50.4,0.030,-55740,0,15.16,41.8,373057
2000,53.6,0.030,-29271,0,15.19,41.8,373449
2500,52.2,0.030,-33670,0,15.21,41.9,373938
3000,50.4,0.030,-76301,0,15.24,41.9,374387
3500,47.4,0.030,-161916,0,15.26,41.9,374739
4000,51.0,0.030,-192899,0,15.29,41.9,375246
4500,49.0,0.030,-255779,0,15.32,42.0,375702
5000,53.0,0.030,-244457,0,15.34,42.0,376172
5500,51.4,0.030,-255767,0,15.37,42.0,376662
6000,47.8,0.030,-332030,0,15.40,42.0,377070
6500,50.8,0.030,-359871,0,15.42,42.0,377463
7000,53.4,0.030,-341833,0,15.45,42.1,377842
7500,53.2,0.030,-320553,0,15.47,42.1,378351
8000,50.8,0.030,-345888,0,15.49,42.1,378815
8500,51.0,0.030,-363054,0,15.52,42.1,379211
9000,50.4,0.030,-396292,0,15.55,42.1,379711
9500,48.4,0.030,-471237,0,15.57,42.2,380142
10000,53.6,0.030,-440815,0,15.60,42.2,380633
