Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,49.8,0.085,-49266,0,12.54,38.9,314141
1000,51.2,0.082,-75850,0,12.56,38.9,314986
1500,49.6,0.078,-136593,0,12.58,38.9,315938
2000,46.2,0.075,-245447,0,12.60,39.0,316857
2500,51.4,0.071,-264335,0,12.62,39.0,317683
3000,46.6,0.068,-375040,0,12.64,39.0,318469
3500,49.4,0.064,-433609,0,12.66,39.1,319325
4000,46.6,0.060,-535843,0,12.68,39.1,320092
4500,46.6,0.057,-639869,0,12.70,39.1,320904
5000,47.4,0.053,-718620,0,12.72,39.2,321646
5500,46.4,0.048,-823874,0,12.75,39.2,322361
6000,50.2,0.045,-872673,0,12.77,39.3,323164
6500,49.0,0.040,-926688,0,12.79,39.3,323826
7000,49.6,0.036,-980107,0,12.81,39.3,324626
7500,50.4,0.032,-1013795,0,12.84,39.4,325342
8000,47.8,0.030,-1104242,0,12.86,39.4,326167
8500,50.8,0.030,-1132209,0,12.89,39.4,326891
9000,48.2,0.030,-1200108,0,12.91,39.4,327617
9500,50.4,0.030,-1228467,0,12.93,39.5,328335
10000,51.8,0.030,-1251960,0,12.96,39.5,329017
