Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,66.4,0.050,238112,0,14.37,47.0,76557
1000,67.4,0.050,489072,0,14.47,47.1,76952
1500,65.6,0.050,704999,0,14.60,47.2,77263
2000,69.8,0.050,1001460,0,14.72,47.3,77585
2500,70.8,0.050,1312036,0,14.83,47.3,77916
3000,66.6,0.050,1554330,0,14.95,47.5,78172
3500,67.0,0.050,1800827,0,15.06,47.5,78519
4000,66.8,0.050,2043912,0,15.17,47.6,78853
4500,66.8,0.050,2294036,0,15.29,47.6,79151
5000,65.4,0.050,2520952,0,15.40,47.7,79460
5500,67.4,0.050,2772286,0,15.52,47.8,79734
6000,68.4,0.050,3042296,0,15.64,47.9,80011
6500,67.2,0.050,3297063,0,15.76,48.0,80285
7000,67.2,0.050,3552286,0,15.87,48.1,80595
7500,66.8,0.050,3800603,0,15.97,48.1,80911
8000,70.8,0.050,4114536,0,16.09,48.1,81178
8500,68.8,0.050,4395293,0,16.19,48.2,81475
9000,67.0,0.050,4646048,0,16.31,48.3,81772
9500,67.8,0.050,4908829,0,16.42,48.4,82034
10000,68.8,0.050,5194882,0,16.53,48.4,82293
