Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,48.8,0.153,-72523,0,12.17,38.3,296485
1000,51.6,0.150,-81706,0,12.18,38.3,297490
1500,48.4,0.147,-155856,0,12.20,38.3,298370
2000,47.4,0.144,-244994,0,12.22,38.4,299332
2500,48.0,0.141,-329846,0,12.23,38.4,300331
3000,52.2,0.137,-334788,0,12.25,38.4,301218
3500,43.6,0.134,-492133,0,12.27,38.4,302107
4000,43.8,0.131,-633705,0,12.29,38.5,302957
4500,46.2,0.127,-745682,0,12.30,38.5,303856
5000,47.2,0.124,-850473,0,12.32,38.5,304698
5500,48.0,0.120,-929836,0,12.34,38.6,305536
6000,46.6,0.117,-1034615,0,12.37,38.6,306471
6500,49.8,0.113,-1085621,0,12.38,38.6,307348
7000,50.0,0.110,-1127731,0,12.41,38.6,308171
7500,48.8,0.106,-1194603,0,12.43,38.7,309018
8000,51.2,0.103,-1228287,0,12.45,38.7,309855
8500,47.4,0.099,-1315257,0,12.46,38.7,310767
9000,49.0,0.096,-1392197,0,12.48,38.8,311727
9500,53.6,0.093,-1376921,0,12.49,38.8,312562
10000,50.0,0.089,-1415106,0,12.52,38.8,313361
