Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,46.4,0.379,-101970,0,12.87,37.8,153414
1000,50.0,0.378,-147078,0,12.79,37.7,155688
1500,45.8,0.377,-266774,0,12.70,37.6,158036
2000,48.6,0.375,-340601,0,12.63,37.5,160328
2500,49.4,0.374,-384366,0,12.55,37.4,162640
3000,52.0,0.373,-392184,0,12.50,37.3,164799
3500,45.8,0.371,-495792,0,12.42,37.2,167070
4000,45.8,0.370,-621587,0,12.35,37.2,169305
4500,47.4,0.369,-714619,0,12.30,37.1,171470
5000,48.2,0.367,-801329,0,12.26,37.0,173536
5500,49.2,0.366,-859782,0,12.20,36.9,175715
6000,50.4,0.364,-892317,0,12.15,36.9,177679
6500,46.4,0.363,-1008847,0,12.10,36.8,179790
7000,51.2,0.361,-1033558,0,12.06,36.8,181698
7500,50.0,0.360,-1081202,0,12.01,36.8,183825
8000,47.2,0.358,-1171635,0,11.97,36.7,185749
8500,49.0,0.357,-1222188,0,11.94,36.7,187696
9000,48.8,0.355,-1294563,0,11.90,36.7,189771
9500,49.2,0.354,-1357580,0,11.87,36.7,191525
10000,48.6,0.352,-1424733,0,11.83,36.6,193460
