Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,53.8,0.030,24379,0,16.62,42.9,398309
1000,53.2,0.030,37999,0,16.64,42.9,398720
1500,49.4,0.030,-12875,0,16.67,43.0,399101
2000,45.4,0.030,-118028,0,16.69,43.0,399486
2500,49.8,0.030,-159983,0,16.72,43.0,399883
3000,51.2,0.030,-176518,0,16.75,43.0,400260
3500,50.4,0.030,-212961,0,16.78,43.0,400677
4000,54.2,0.030,-174894,0,16.80,43.1,401033
4500,50.2,0.030,-203104,0,16.83,43.1,401405
5000,51.4,0.030,-216907,0,16.85,43.1,401798
5500,51.8,0.030,-216317,0,16.88,43.1,402136
6000,48.6,0.030,-276621,0,16.90,43.1,402560
6500,51.0,0.030,-291844,0,16.93,43.2,402937
7000,49.4,0.030,-344376,0,16.95,43.2,403332
7500,48.4,0.030,-410510,0,16.97,43.2,403701
8000,53.4,0.030,-399799,0,17.00,43.2,404048
8500,51.4,0.030,-413386,0,17.02,43.2,404387
9000,48.6,0.030,-475263,0,17.05,43.3,404753
9500,49.2,0.030,-521526,0,17.08,43.3,405144
10000,50.2,0.030,-548632,0,17.10,43.3,405488
