Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,65.6,0.102,221702,0,9.23,42.2,60223
1000,70.6,0.087,531631,0,9.37,42.3,60715
1500,66.2,0.072,765174,0,9.51,42.6,61222
2000,63.2,0.059,940045,0,9.64,42.7,61788
2500,68.0,0.050,1198769,0,9.78,42.9,62368
3000,65.0,0.050,1413220,0,9.91,43.0,62948
3500,69.0,0.050,1704691,0,10.05,43.1,63400
4000,67.0,0.050,1953683,0,10.19,43.3,63926
4500,67.2,0.050,2201024,0,10.32,43.5,64405
5000,68.2,0.050,2473561,0,10.45,43.6,64841
5500,69.4,0.050,2762347,0,10.57,43.7,65386
6000,65.6,0.050,2988430,0,10.71,43.9,65834
6500,64.8,0.050,3194560,0,10.85,44.1,66249
7000,65.4,0.050,3410221,0,10.98,44.2,66679
7500,68.8,0.050,3690481,0,11.11,44.4,67095
8000,67.6,0.050,3950023,0,11.24,44.5,67590
8500,63.2,0.050,4133443,0,11.37,44.6,68010
9000,63.4,0.050,4319286,0,11.49,44.7,68423
9500,70.0,0.050,4618549,0,11.62,44.8,68833
10000,68.6,0.050,4894894,0,11.75,44.9,69194
