Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,50.8,0.313,-29447,0,11.58,36.7,227488
1000,46.2,0.311,-135058,0,11.57,36.7,228935
1500,47.8,0.309,-215574,0,11.57,36.7,230431
2000,50.2,0.307,-257472,0,11.57,36.7,231888
2500,51.0,0.305,-289872,0,11.57,36.7,233275
3000,45.6,0.302,-412168,0,11.57,36.7,234542
3500,47.8,0.300,-496528,0,11.58,36.8,235756
4000,50.0,0.298,-550184,0,11.57,36.8,237236
4500,45.0,0.295,-677044,0,11.58,36.8,238426
5000,46.8,0.293,-780394,0,11.59,36.9,239629
5500,44.6,0.290,-921179,0,11.59,36.9,240893
6000,48.4,0.288,-995440,0,11.59,36.9,242292
6500,52.8,0.286,-978648,0,11.59,36.9,243600
7000,48.8,0.283,-1046884,0,11.60,37.0,244891
7500,46.8,0.281,-1149132,0,11.60,37.0,246187
8000,44.4,0.279,-1304300,0,11.60,37.0,247462
8500,45.4,0.276,-1429267,0,11.61,37.0,248678
9000,45.6,0.274,-1546312,0,11.61,37.1,249983
9500,46.0,0.272,-1665824,0,11.62,37.1,251227
10000,48.4,0.269,-1732264,0,11.62,37.1,252464
