Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,45.20,452,548,283124,0.2770,6.37,40.68,-1034,0,0.14,2.66,36.8,0,105273,80
2000,45.20,452,548,286393,0.2740,6.46,40.82,-1022,0,0.14,2.80,39.0,0,106555,160
3000,43.00,430,570,289558,0.2710,6.53,40.97,-1271,0,0.14,2.65,36.9,0,107797,239
4000,43.70,437,563,292848,0.2680,6.61,41.11,-1197,0,0.14,2.74,37.8,0,109088,319
5000,44.30,443,557,296087,0.2650,6.69,41.24,-1134,0,0.14,2.70,37.9,0,110358,402
6000,44.90,449,551,299007,0.2620,6.76,41.41,-1074,0,0.14,2.67,36.7,0,111504,485
7000,46.00,460,540,302100,0.2590,6.83,41.51,-952,0,0.14,2.76,36.0,0,112717,563
8000,44.00,440,560,305292,0.2560,6.91,41.64,-1158,0,0.14,2.80,38.8,0,113970,647
9000,46.60,466,534,308292,0.2530,6.98,41.76,-877,0,0.15,2.76,36.6,0,115148,740
10000,42.60,426,574,311293,0.2500,7.05,41.88,-1307,0,0.14,2.65,37.3,0,116326,846
