Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,55.90,559,441,513819,0.0500,14.10,49.35,158,0,0.14,2.84,44.0,3,195833,93
2000,58.00,580,420,514975,0.0500,14.16,49.37,387,0,0.14,2.90,42.4,4,196288,184
3000,56.50,565,435,516069,0.0500,14.23,49.41,215,0,0.14,2.86,42.1,1,196718,272
4000,58.20,582,418,517261,0.0500,14.29,49.45,386,0,0.14,2.90,42.8,1,197186,368
5000,57.50,575,425,518315,0.0500,14.35,49.48,311,0,0.14,2.85,39.9,1,197608,453
6000,58.00,580,420,519411,0.0500,14.41,49.51,379,0,0.14,2.85,44.0,3,198039,549
7000,57.30,573,427,520505,0.0500,14.47,49.54,318,0,0.33,2.90,42.6,2,198469,641
8000,59.00,590,410,521592,0.0500,14.54,49.57,468,0,0.15,2.86,43.0,3,198895,739
9000,60.00,600,400,522616,0.0500,14.59,49.60,582,0,0.15,2.91,39.2,0,199298,850
10000,56.50,565,435,523611,0.0500,14.66,49.63,211,0,0.14,2.83,42.6,0,199688,984
