Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,46.50,465,535,197760,0.3370,4.73,37.09,-899,0,0.17,2.46,36.4,0,71773,94
2000,50.00,500,500,202782,0.3340,4.82,37.26,-514,0,0.17,2.63,35.3,0,73743,186
3000,49.00,490,510,207607,0.3310,4.90,37.48,-623,0,0.18,2.61,35.2,0,75635,291
4000,53.40,534,466,212227,0.3280,4.99,37.73,-142,0,0.16,2.75,35.8,0,77447,384
5000,47.30,473,527,217103,0.3250,5.08,37.92,-816,0,0.17,2.57,36.3,0,79360,483
6000,48.10,481,519,221657,0.3220,5.16,38.07,-730,0,0.17,2.57,35.9,0,81147,579
7000,52.00,520,480,225947,0.3190,5.25,38.24,-300,0,0.17,2.66,36.0,0,82830,678
8000,48.90,489,511,230274,0.3160,5.34,38.42,-634,0,0.16,2.64,37.8,1,84528,808
9000,47.70,477,523,234488,0.3130,5.42,38.61,-763,0,2.33,2.62,35.9,0,86184,979
10000,50.00,500,500,238651,0.3100,5.51,38.80,-503,0,0.22,2.74,36.0,0,87818,1095
