Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,51.30,513,487,371454,0.1870,8.45,44.13,-376,0,0.19,2.73,37.0,0,139939,81
2000,51.90,519,481,373707,0.1840,8.51,44.17,-300,0,0.14,2.78,36.6,0,140823,159
3000,50.70,507,493,376016,0.1810,8.57,44.24,-432,0,0.14,2.76,38.1,1,141729,239
4000,50.30,503,497,378380,0.1780,8.64,44.33,-478,0,0.14,2.72,39.2,1,142657,326
5000,51.60,516,484,380606,0.1750,8.70,44.39,-339,0,0.14,2.81,38.0,0,143531,405
6000,54.90,549,451,382933,0.1720,8.76,44.46,10,0,0.14,2.81,37.8,0,144444,490
7000,53.00,530,470,385276,0.1690,8.82,44.53,-195,0,0.14,2.77,38.6,1,145364,573
8000,54.80,548,452,387513,0.1660,8.89,44.57,6,0,0.14,2.79,39.5,0,146242,669
9000,49.70,497,503,389608,0.1630,8.95,44.65,-537,0,0.14,2.77,38.0,1,147065,775
10000,49.80,498,502,391616,0.1600,9.02,44.73,-521,0,0.14,2.75,41.5,3,147853,906
