Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,49.60,496,504,429397,0.0887,10.35,46.11,-541,0,0.14,2.84,40.9,2,162681,87
2000,47.10,471,529,431140,0.0852,10.42,46.20,-810,0,0.14,2.84,45.0,2,163366,180
3000,46.30,463,537,432762,0.0816,10.49,46.29,-907,0,0.14,2.83,40.6,1,164003,268
4000,46.90,469,531,434399,0.0779,10.56,46.37,-827,0,0.14,2.79,40.6,1,164645,356
5000,49.90,499,501,436004,0.0741,10.63,46.45,-494,0,0.14,2.87,42.0,2,165276,442
6000,47.20,472,528,437534,0.0702,10.70,46.53,-802,0,0.14,2.89,40.3,1,165876,531
7000,48.90,489,511,439203,0.0666,10.77,46.60,-602,0,0.14,2.88,41.8,2,166531,620
8000,49.40,494,506,440757,0.0628,10.84,46.68,-561,0,0.34,2.84,43.2,3,167142,712
9000,53.90,539,461,442329,0.0590,10.91,46.75,-64,0,0.14,2.95,40.6,1,167759,818
10000,49.10,491,509,443768,0.0548,10.98,46.81,-580,0,0.15,2.89,42.4,3,168324,939
