Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,5.10,51,949,20589,0.3970,2.13,22.04,-5532,0,0.20,2.79,36.8,0,7130,106
2000,8.60,86,914,37384,0.3940,2.41,25.16,-5109,0,0.19,2.82,39.1,0,12950,196
3000,11.80,118,882,51958,0.3910,2.67,27.53,-4739,0,0.14,2.70,41.5,2,18000,284
4000,12.40,124,876,65246,0.3880,2.85,29.02,-4672,0,0.14,2.69,39.7,0,22606,368
5000,13.70,137,863,77594,0.3850,2.99,29.95,-4509,0,0.14,2.69,38.8,0,26887,449
6000,14.30,143,857,88495,0.3820,3.13,30.88,-4452,0,0.14,2.70,38.6,0,30666,537
7000,14.40,144,856,99247,0.3790,3.29,31.77,-4436,0,0.14,2.68,41.5,0,34394,628
8000,18.60,186,814,109061,0.3760,3.42,32.44,-3979,0,0.15,2.63,39.9,0,37798,743
9000,18.60,186,814,118155,0.3730,3.55,33.07,-3974,0,0.14,2.65,38.7,0,40953,854
10000,18.10,181,819,127010,0.3700,3.67,33.68,-4020,0,0.14,2.65,40.1,1,44026,984
11000,36.00,360,640,135300,0.3670,3.77,33.95,-2065,0,0.13,2.58,36.3,0,47277,79
12000,35.10,351,649,142748,0.3640,3.86,34.23,-2163,0,0.13,2.56,35.0,0,50198,153
13000,32.50,325,675,149975,0.3610,3.96,34.55,-2422,0,0.13,2.57,35.1,0,53032,229
14000,33.70,337,663,156514,0.3580,4.05,34.91,-2297,0,0.13,2.63,34.4,0,55597,303
15000,34.50,345,655,162923,0.3550,4.15,35.31,-2215,0,0.13,2.60,35.7,0,58111,381
16000,35.80,358,642,169114,0.3520,4.26,35.70,-2077,0,0.13,2.65,36.5,0,60538,458
17000,33.60,336,664,175343,0.3490,4.35,36.00,-2300,0,0.13,2.54,36.1,0,62981,534
18000,33.90,339,661,181205,0.3460,4.45,36.35,-2251,0,0.13,2.56,37.5,1,65280,629
19000,36.30,363,637,186830,0.3430,4.55,36.61,-2004,0,0.14,2.53,35.4,0,67486,726
20000,37.00,370,630,192414,0.3400,4.64,36.89,-1941,0,0.18,2.61,36.5,0,69676,833
21000,46.50,465,535,197760,0.3370,4.73,37.09,-899,0,0.17,2.46,36.4,0,71773,94
22000,50.00,500,500,202782,0.3340,4.82,37.26,-514,0,0.17,2.63,35.3,0,73743,186
23000,49.00,490,510,207607,0.3310,4.90,37.48,-623,0,0.18,2.61,35.2,0,75635,291
24000,53.40,534,466,212227,0.3280,4.99,37.73,-142,0,0.16,2.75,35.8,0,77447,384
25000,47.30,473,527,217103,0.3250,5.08,37.92,-816,0,0.17,2.57,36.3,0,79360,483
26000,48.10,481,519,221657,0.3220,5.16,38.07,-730,0,0.17,2.57,35.9,0,81147,579
27000,52.00,520,480,225947,0.3190,5.25,38.24,-300,0,0.17,2.66,36.0,0,82830,678
28000,48.90,489,511,230274,0.3160,5.34,38.42,-634,0,0.16,2.64,37.8,1,84528,808
29000,47.70,477,523,234488,0.3130,5.42,38.61,-763,0,2.33,2.62,35.9,0,86184,979
30000,50.00,500,500,238651,0.3100,5.51,38.80,-503,0,0.22,2.74,36.0,0,87818,1095
