Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,36.00,360,640,135300,0.3670,3.77,33.95,-2065,0,0.13,2.58,36.3,0,47277,79
2000,35.10,351,649,142748,0.3640,3.86,34.23,-2163,0,0.13,2.56,35.0,0,50198,153
3000,32.50,325,675,149975,0.3610,3.96,34.55,-2422,0,0.13,2.57,35.1,0,53032,229
4000,33.70,337,663,156514,0.3580,4.05,34.91,-2297,0,0.13,2.63,34.4,0,55597,303
5000,34.50,345,655,162923,0.3550,4.15,35.31,-2215,0,0.13,2.60,35.7,0,58111,381
6000,35.80,358,642,169114,0.3520,4.26,35.70,-2077,0,0.13,2.65,36.5,0,60538,458
7000,33.60,336,664,175343,0.3490,4.35,36.00,-2300,0,0.13,2.54,36.1,0,62981,534
8000,33.90,339,661,181205,0.3460,4.45,36.35,-2251,0,0.13,2.56,37.5,1,65280,629
9000,36.30,363,637,186830,0.3430,4.55,36.61,-2004,0,0.14,2.53,35.4,0,67486,726
10000,37.00,370,630,192414,0.3400,4.64,36.89,-1941,0,0.18,2.61,36.5,0,69676,833
