Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,58.70,587,413,524653,0.0500,14.72,49.66,458,0,0.14,2.94,42.4,2,200098,91
2000,58.60,586,414,525793,0.0500,14.78,49.70,449,1,0.14,2.90,40.6,1,200546,179
3000,57.60,576,424,526891,0.0500,14.83,49.72,313,1,0.14,2.88,40.6,1,200977,267
4000,56.10,561,439,527934,0.0500,14.89,49.76,170,0,0.14,2.84,42.7,2,201387,358
5000,56.60,566,434,529005,0.0500,14.95,49.79,226,0,0.14,2.90,41.9,2,201807,450
6000,55.50,555,445,529980,0.0500,15.02,49.83,114,1,0.28,2.86,42.6,4,202190,546
7000,58.00,580,420,531105,0.0500,15.08,49.86,391,0,0.14,2.90,43.8,5,202633,639
8000,55.60,556,444,532095,0.0500,15.14,49.89,122,0,0.14,2.87,42.0,1,203021,734
9000,59.30,593,407,533115,0.0500,15.20,49.92,516,0,0.15,2.91,41.4,3,203422,847
10000,57.50,575,425,534170,0.0500,15.26,49.95,321,0,0.15,2.94,42.8,2,203837,978
