Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,67.60,676,324,452085,0.0500,34.28,55.41,37,0,0.33,3.04,36.6,0,173823,105
2000,68.20,682,318,452462,0.0500,34.34,55.41,56,0,0.33,3.05,34.8,0,173973,208
3000,68.10,681,319,452853,0.0500,34.40,55.43,60,0,0.33,3.12,34.3,0,174127,312
4000,66.70,667,333,453248,0.0500,34.46,55.44,16,0,0.33,3.04,36.1,1,174284,420
5000,66.40,664,336,453618,0.0500,34.52,55.45,8,0,0.35,3.01,34.6,0,174428,529
6000,68.00,680,320,453997,0.0500,34.59,55.46,74,0,0.37,3.11,34.4,0,174578,644
7000,64.60,646,354,454393,0.0500,34.64,55.47,-35,0,0.34,3.05,35.5,0,174733,753
8000,70.60,706,294,454766,0.0500,34.71,55.49,138,0,0.34,3.15,35.2,0,174880,861
9000,65.70,657,343,455123,0.0500,34.77,55.50,-7,0,0.31,3.04,35.0,0,175020,953
10000,68.20,682,318,455495,0.0500,34.82,55.51,71,0,0.37,3.05,33.9,0,175167,1041
