Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,62.20,622,378,323180,0.2606,17.86,50.46,-118,0,0.21,2.90,33.7,0,123108,61
2000,62.80,628,372,324076,0.2592,17.94,50.47,-92,0,0.22,2.95,35.3,0,123461,125
3000,63.70,637,363,324965,0.2578,18.01,50.50,-81,0,0.21,2.94,34.9,0,123810,187
4000,64.10,641,359,325823,0.2565,18.08,50.54,-60,0,0.21,2.98,34.3,0,124148,250
5000,63.20,632,368,326690,0.2551,18.16,50.55,-90,0,0.24,2.90,35.9,1,124488,314
6000,63.20,632,368,327481,0.2537,18.24,50.57,-94,0,0.21,2.91,35.4,0,124799,379
7000,63.00,630,370,328317,0.2523,18.32,50.60,-92,0,0.21,2.92,33.7,0,125129,443
8000,66.50,665,335,329163,0.2509,18.40,50.62,2,0,0.21,3.02,34.6,0,125460,506
9000,66.80,668,332,330060,0.2496,18.47,50.64,7,0,0.21,2.93,34.6,0,125814,569
10000,67.30,673,327,330864,0.2482,18.55,50.67,26,0,0.27,2.98,34.4,0,126129,632
