Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,67.90,679,321,375158,0.1640,22.94,52.37,34,0,0.32,2.99,35.2,0,143556,93
2000,67.10,671,329,375794,0.1626,23.01,52.40,24,0,0.30,3.02,35.0,0,143802,184
3000,63.80,638,362,376389,0.1612,23.08,52.43,-66,0,0.30,3.02,34.6,0,144037,275
4000,63.40,634,366,377077,0.1599,23.15,52.44,-77,0,0.30,2.97,35.3,0,144310,371
5000,63.60,636,364,377733,0.1585,23.21,52.47,-54,0,0.32,3.03,34.7,0,144567,470
6000,62.60,626,374,378427,0.1571,23.28,52.50,-107,0,0.32,2.98,34.9,0,144840,567
7000,63.70,637,363,379034,0.1557,23.35,52.52,-66,0,0.31,2.98,35.2,0,145081,667
8000,62.70,627,373,379680,0.1543,23.42,52.54,-102,0,0.32,3.02,34.7,0,145335,767
9000,65.70,657,343,380293,0.1530,23.49,52.56,-16,0,0.39,2.98,35.3,0,145576,867
10000,64.00,640,360,380922,0.1516,23.56,52.59,-55,0,0.33,3.00,35.5,0,145823,974
