Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,60.50,605,395,381510,0.1502,23.62,52.61,-160,0,0.34,2.94,34.8,0,146054,102
2000,64.30,643,357,382134,0.1488,23.69,52.63,-53,0,0.33,3.03,34.5,0,146299,205
3000,62.70,627,373,382716,0.1474,23.77,52.65,-88,0,0.35,3.00,36.3,1,146529,325
4000,64.20,642,358,383232,0.1461,23.84,52.68,-38,0,0.35,3.00,34.4,0,146732,422
5000,65.20,652,348,383807,0.1447,23.91,52.70,-34,0,0.23,3.04,34.1,0,146958,495
6000,64.80,648,352,384369,0.1433,23.98,52.73,-51,0,0.23,2.89,35.0,0,147180,569
7000,65.00,650,350,384967,0.1419,24.04,52.75,-33,0,0.28,3.01,34.7,0,147415,645
8000,65.00,650,350,385506,0.1405,24.12,52.77,-21,0,0.33,3.05,35.0,0,147628,747
9000,65.10,651,349,386062,0.1392,24.19,52.79,-43,0,0.40,2.99,35.1,0,147845,850
10000,63.60,636,364,386582,0.1378,24.26,52.81,-67,0,0.32,3.02,35.2,0,148049,955
