Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,65.80,658,342,397583,0.1088,25.73,53.29,-10,0,0.40,2.97,34.4,0,152373,121
2000,66.20,662,338,398079,0.1074,25.80,53.31,-2,0,0.44,3.00,34.8,0,152569,259
3000,65.80,658,342,398560,0.1060,25.87,53.32,-6,0,0.44,2.96,34.1,0,152759,399
4000,65.60,656,344,399096,0.1047,25.93,53.33,3,0,0.47,3.06,33.7,0,152970,555
5000,69.70,697,303,399596,0.1033,26.00,53.35,103,0,0.48,3.05,34.3,0,153167,721
6000,68.60,686,314,400093,0.1019,26.06,53.36,69,0,0.49,3.06,34.5,0,153363,888
7000,66.50,665,335,400555,0.1005,26.13,53.37,23,0,0.45,3.03,34.2,0,153546,1039
8000,66.60,666,334,401057,0.0991,26.20,53.38,18,0,0.46,3.01,34.9,0,153742,1192
9000,66.90,669,331,401524,0.0978,26.26,53.40,28,0,0.48,3.03,33.7,0,153926,1315
10000,70.00,700,300,401980,0.0964,26.33,53.41,117,0,0.38,3.08,33.0,0,154106,1423
