Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,63.60,636,364,387073,0.1364,24.34,52.84,-65,0,0.33,3.00,34.6,0,148242,98
2000,63.90,639,361,387600,0.1350,24.40,52.86,-54,0,0.35,3.08,33.5,0,148451,196
3000,65.10,651,349,388150,0.1336,24.47,52.88,-15,0,0.33,2.99,34.4,0,148667,296
4000,63.30,633,367,388657,0.1323,24.54,52.91,-63,0,0.36,3.09,34.5,0,148866,395
5000,60.50,605,395,389270,0.1309,24.61,52.93,-160,0,0.30,2.89,34.9,0,149107,485
6000,62.70,627,373,389864,0.1295,24.68,52.95,-99,0,0.35,2.98,35.5,0,149341,593
7000,63.00,630,370,390417,0.1281,24.75,52.98,-106,0,0.34,2.85,35.5,1,149560,698
8000,63.90,639,361,390909,0.1267,24.82,53.01,-54,0,0.34,3.01,34.1,0,149755,799
9000,64.50,645,355,391384,0.1254,24.89,53.03,-41,0,0.33,3.05,35.4,0,149941,905
10000,61.10,611,389,391974,0.1240,24.96,53.05,-124,0,0.33,3.03,34.6,0,150171,1006
