Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,59.50,595,405,295393,0.3015,15.45,49.15,-203,0,0.21,2.83,34.2,0,112188,61
2000,57.20,572,428,296480,0.3002,15.53,49.19,-254,0,0.21,2.93,33.7,0,112616,123
3000,61.00,610,390,297386,0.2989,15.62,49.24,-155,0,0.21,2.88,34.5,0,112972,186
4000,59.60,596,404,298419,0.2975,15.70,49.29,-192,0,0.21,2.83,33.9,0,113378,247
5000,59.10,591,409,299424,0.2961,15.78,49.35,-193,0,0.21,2.95,33.7,0,113773,310
6000,57.90,579,421,300342,0.2948,15.86,49.40,-229,0,0.24,2.90,33.6,0,114134,372
7000,59.30,593,407,301279,0.2934,15.94,49.46,-178,0,0.21,2.95,34.1,0,114504,433
8000,57.80,578,422,302388,0.2921,16.02,49.49,-240,0,0.21,2.89,34.8,0,114940,497
9000,60.00,600,400,303362,0.2908,16.10,49.54,-183,0,0.21,2.94,34.1,0,115323,559
10000,59.40,594,406,304317,0.2894,16.19,49.59,-186,0,0.21,2.93,33.9,0,115698,624
