Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,66.80,668,332,421281,0.0500,29.10,54.20,18,0,0.32,3.05,36.5,1,161701,93
2000,65.10,651,349,421689,0.0500,29.17,54.22,-35,0,0.33,2.96,35.7,0,161862,200
3000,63.90,639,361,422132,0.0500,29.24,54.24,-61,0,0.34,2.98,36.1,0,162033,298
4000,65.40,654,346,422597,0.0500,29.30,54.25,-8,0,0.32,3.05,33.8,0,162218,387
5000,64.20,642,358,423084,0.0500,29.37,54.27,-55,0,0.30,2.95,37.1,1,162410,481
6000,65.60,656,344,423525,0.0500,29.43,54.29,-20,0,0.39,2.95,34.2,0,162585,585
7000,62.20,622,378,424015,0.0500,29.49,54.30,-113,0,0.34,2.96,34.8,0,162778,691
8000,64.20,642,358,424473,0.0500,29.55,54.31,-46,0,0.40,2.99,35.3,0,162957,796
9000,66.80,668,332,424857,0.0500,29.62,54.33,43,0,0.33,3.07,35.9,0,163108,906
10000,65.30,653,347,425273,0.0500,29.69,54.36,-30,0,0.34,3.04,35.8,0,163274,1016
