Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,38.80,388,612,134072,0.3855,6.52,39.77,-809,0,0.20,2.57,35.2,0,48801,63
2000,39.70,397,603,137634,0.3848,6.65,40.07,-814,0,0.20,2.58,34.5,0,50200,123
3000,39.40,394,606,141049,0.3841,6.78,40.25,-783,0,0.19,2.59,34.0,0,51543,183
4000,39.70,397,603,144508,0.3834,6.90,40.50,-805,0,0.20,2.70,35.1,0,52903,245
5000,42.80,428,572,147923,0.3827,7.02,40.66,-692,0,0.20,2.72,35.0,0,54245,307
6000,40.10,401,599,151208,0.3821,7.14,40.86,-764,0,0.20,2.61,34.1,0,55534,368
7000,43.90,439,561,154210,0.3814,7.27,41.16,-659,0,0.24,2.71,35.1,0,56713,429
8000,45.80,458,542,157297,0.3807,7.38,41.32,-617,0,0.24,2.69,34.3,0,57927,492
9000,42.60,426,574,160288,0.3800,7.50,41.44,-686,0,0.20,2.69,34.5,0,59101,553
10000,44.00,440,560,163070,0.3793,7.62,41.64,-661,0,0.20,2.66,33.4,0,60196,613
