Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,62.80,628,372,260501,0.3373,12.81,47.45,-91,0,0.20,2.95,35.3,0,98473,62
2000,57.90,579,421,261885,0.3363,12.90,47.52,-237,0,0.22,2.80,34.2,0,99018,123
3000,61.90,619,381,263095,0.3352,12.99,47.57,-120,0,0.22,2.92,36.2,0,99494,188
4000,61.60,616,384,264249,0.3340,13.09,47.63,-138,0,0.23,2.89,34.9,0,99946,250
5000,60.10,601,399,265554,0.3329,13.18,47.68,-179,0,0.21,2.94,34.9,0,100458,313
6000,60.40,604,396,266768,0.3318,13.29,47.75,-172,0,0.20,2.92,35.4,0,100936,378
7000,59.00,590,410,267864,0.3305,13.38,47.81,-204,0,0.21,2.85,33.8,0,101367,440
8000,58.10,581,419,269108,0.3294,13.48,47.87,-244,0,0.21,2.79,35.4,0,101856,504
9000,59.80,598,402,270244,0.3282,13.58,47.92,-178,0,0.21,2.95,34.8,1,102303,567
10000,59.90,599,401,271375,0.3270,13.67,48.00,-185,0,0.21,2.90,34.4,0,102747,629
