Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,65.20,652,348,416565,0.0536,28.44,54.07,-23,0,0.29,3.02,34.9,0,159844,84
2000,65.80,658,342,417031,0.0522,28.51,54.09,-2,0,0.29,3.01,35.0,0,160026,170
3000,66.40,664,336,417522,0.0508,28.58,54.10,-9,0,0.31,2.96,36.7,0,160221,259
4000,64.50,645,355,417979,0.0500,28.64,54.11,-47,0,0.31,3.00,34.7,0,160401,351
5000,64.00,640,360,418485,0.0500,28.70,54.12,-56,0,0.42,2.97,35.0,0,160601,481
6000,66.60,666,334,418881,0.0500,28.77,54.14,13,0,0.37,3.03,34.7,0,160756,590
7000,62.90,629,371,419412,0.0500,28.83,54.15,-98,0,0.30,2.95,35.5,0,160966,681
8000,63.20,632,368,419862,0.0500,28.90,54.17,-85,0,0.29,2.97,35.5,0,161143,772
9000,63.30,633,367,420305,0.0500,28.97,54.18,-71,0,0.32,2.98,35.1,0,161316,869
10000,64.30,643,357,420769,0.0500,29.03,54.19,-51,0,0.30,2.97,35.5,0,161500,958
