Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,7.00,70,930,17050,0.3993,2.40,24.33,-1853,0,0.18,2.62,33.5,0,5920,58
2000,12.40,124,876,29072,0.3986,2.84,28.00,-1657,0,0.18,2.52,34.1,0,10100,116
3000,16.20,162,838,39089,0.3979,3.21,30.27,-1524,0,0.18,2.49,35.4,0,13588,176
4000,16.60,166,834,48186,0.3972,3.51,31.81,-1509,0,0.18,2.55,36.1,0,16756,237
5000,18.80,188,812,56250,0.3965,3.77,32.82,-1461,0,0.23,2.52,35.6,0,19569,298
6000,20.10,201,799,63588,0.3959,4.02,33.87,-1392,0,0.18,2.55,36.3,0,22135,360
7000,24.50,245,755,70369,0.3952,4.25,34.87,-1277,0,0.18,2.57,36.0,0,24518,421
8000,24.20,242,758,76947,0.3945,4.46,35.48,-1273,0,0.18,2.47,37.0,0,26819,484
9000,24.30,243,757,82867,0.3938,4.68,36.11,-1257,0,0.23,2.51,36.8,0,28881,547
10000,26.10,261,739,88728,0.3931,4.86,36.72,-1216,0,0.18,2.54,36.5,0,30922,611
11000,54.30,543,457,93995,0.3924,5.03,36.91,-374,0,0.20,2.68,35.7,0,33013,63
12000,56.80,568,432,98868,0.3917,5.19,37.13,-310,0,0.19,2.66,34.2,0,34944,123
13000,57.00,570,430,103344,0.3910,5.37,37.53,-299,0,0.19,2.70,35.5,0,36722,184
14000,57.90,579,421,107735,0.3903,5.52,37.71,-275,0,0.19,2.70,33.7,0,38446,244
15000,57.50,575,425,111947,0.3896,5.67,38.06,-257,0,0.20,2.77,34.3,0,40102,304
16000,56.70,567,433,116128,0.3890,5.81,38.28,-291,0,0.23,2.77,33.9,0,41745,364
17000,59.40,594,406,119964,0.3883,5.95,38.55,-217,0,0.24,2.79,33.6,0,43254,423
18000,57.90,579,421,123530,0.3876,6.10,38.94,-273,0,0.20,2.73,34.4,0,44655,483
19000,59.70,597,403,126976,0.3869,6.25,39.25,-214,0,0.20,2.77,33.6,0,46010,543
20000,57.40,574,426,130386,0.3862,6.38,39.49,-272,0,0.20,2.71,33.3,0,47351,602
21000,38.80,388,612,134072,0.3855,6.52,39.77,-809,0,0.20,2.57,35.2,0,48801,63
22000,39.70,397,603,137634,0.3848,6.65,40.07,-814,0,0.20,2.58,34.5,0,50200,123
23000,39.40,394,606,141049,0.3841,6.78,40.25,-783,0,0.19,2.59,34.0,0,51543,183
