Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,68.30,683,317,434168,0.0500,31.05,54.63,71,0,0.33,3.05,35.0,0,166773,100
2000,66.30,663,337,434529,0.0500,31.12,54.65,17,0,0.34,3.06,34.8,0,166914,205
3000,67.10,671,329,434878,0.0500,31.19,54.67,37,0,0.34,3.05,33.9,0,167052,307
4000,67.60,676,324,435253,0.0500,31.25,54.67,46,0,0.33,3.01,36.4,0,167199,414
5000,67.90,679,321,435555,0.0500,31.33,54.70,55,0,0.38,3.07,35.9,0,167318,521
6000,66.70,667,333,435908,0.0500,31.39,54.72,15,0,0.33,2.98,34.7,0,167457,624
7000,65.90,659,341,436319,0.0500,31.46,54.73,8,0,0.34,2.99,34.9,0,167619,729
8000,66.80,668,332,436670,0.0500,31.52,54.74,27,0,0.32,3.07,34.0,0,167757,825
9000,67.30,673,327,437097,0.0500,31.59,54.76,34,1,0.33,3.01,35.6,1,167924,930
10000,65.70,657,343,437489,0.0500,31.65,54.77,-10,0,0.33,3.00,34.4,0,168078,1035
