Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,45.40,454,546,191851,0.3717,8.81,43.33,-609,0,0.20,2.74,34.7,0,71504,62
2000,46.80,468,532,194291,0.3710,8.93,43.52,-564,0,0.20,2.67,37.1,0,72462,127
3000,46.60,466,534,196555,0.3703,9.04,43.68,-575,0,0.24,2.70,35.1,0,73351,190
4000,46.90,469,531,198809,0.3696,9.15,43.84,-550,0,0.19,2.79,35.8,1,74233,254
5000,49.60,496,504,201053,0.3689,9.26,43.97,-492,0,0.23,2.77,35.9,0,75114,319
6000,47.00,470,530,203266,0.3683,9.37,44.14,-553,0,0.19,2.82,35.6,1,75985,382
7000,49.90,499,501,205378,0.3676,9.48,44.29,-476,0,0.20,2.77,35.5,0,76817,447
8000,50.20,502,498,207421,0.3669,9.58,44.41,-464,0,0.20,2.84,34.1,0,77620,508
9000,52.20,522,478,209569,0.3662,9.68,44.54,-417,0,0.20,2.82,36.2,0,78463,573
10000,49.60,496,504,211663,0.3655,9.80,44.68,-480,0,0.20,2.81,35.7,0,79285,639
