Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,60.00,600,400,354083,0.2054,20.84,51.55,-186,0,0.36,2.91,36.7,0,135261,112
2000,62.60,626,374,354907,0.2040,20.91,51.58,-97,0,0.31,2.95,35.4,0,135585,209
3000,61.10,611,389,355736,0.2026,20.98,51.60,-135,0,0.34,3.00,35.2,0,135915,307
4000,63.10,631,369,356510,0.2013,21.05,51.62,-88,0,0.34,3.02,35.3,0,136219,403
5000,60.50,605,395,357263,0.1999,21.12,51.64,-156,0,0.36,2.97,35.6,0,136515,500
6000,60.00,600,400,358061,0.1985,21.19,51.67,-165,0,0.40,2.92,36.2,0,136830,620
7000,61.10,611,389,358885,0.1971,21.26,51.69,-136,0,0.35,2.97,35.3,0,137153,737
8000,60.20,602,398,359682,0.1957,21.33,51.73,-163,0,0.31,2.99,34.6,0,137466,830
9000,61.20,612,388,360454,0.1944,21.39,51.76,-129,0,0.32,2.99,34.8,0,137770,931
10000,61.20,612,388,361214,0.1930,21.46,51.78,-128,0,0.32,3.01,35.2,0,138069,1030
