Batalhas,WinRate_Bloco,Epsilon,Avg_Reward_Bloco
200,19.0,0.04996170339735633,-525.0
400,19.5,0.04996170339735633,-512.5
600,17.5,0.04996170339735633,-562.5
800,14.000000000000002,0.04996170339735633,-650.0
1000,18.0,0.04996170339735633,-550.0
1200,14.000000000000002,0.04996170339735633,-650.0
1400,16.5,0.04996170339735633,-587.5
1600,17.0,0.04996170339735633,-575.0
1800,19.5,0.04996170339735633,-512.5
2000,16.0,0.04996170339735633,-600.0
2200,22.5,0.04996170339735633,-437.5
2400,17.0,0.04996170339735633,-575.0
2600,16.5,0.04996170339735633,-587.5
2800,20.0,0.04996170339735633,-500.0
3000,15.0,0.04996170339735633,-625.0
3200,16.5,0.04996170339735633,-587.5
3400,19.0,0.04996170339735633,-525.0
3600,16.0,0.04996170339735633,-600.0
3800,15.5,0.04996170339735633,-612.5
4000,18.0,0.04996170339735633,-550.0
4200,13.0,0.04996170339735633,-675.0
4400,16.5,0.04996170339735633,-587.5
4600,17.0,0.04996170339735633,-575.0
4800,19.0,0.04996170339735633,-525.0
5000,20.5,0.04996170339735633,-487.5
5200,17.0,0.04996170339735633,-575.0
5400,20.5,0.04996170339735633,-487.5
5600,18.5,0.04996170339735633,-537.5
5800,21.5,0.04996170339735633,-462.5
6000,18.5,0.04996170339735633,-537.5
6200,19.5,0.04996170339735633,-512.5
6400,19.5,0.04996170339735633,-512.5
6600,17.0,0.04996170339735633,-575.0
6800,17.0,0.04996170339735633,-575.0
7000,19.5,0.04996170339735633,-512.5
7200,11.5,0.04996170339735633,-712.5
7400,19.0,0.04996170339735633,-525.0
7600,14.499999999999998,0.04996170339735633,-637.5
7800,20.0,0.04996170339735633,-500.0
8000,15.0,0.04996170339735633,-625.0
8200,21.5,0.04996170339735633,-462.5
8400,20.5,0.04996170339735633,-487.5
8600,16.5,0.04996170339735633,-587.5
8800,16.5,0.04996170339735633,-587.5
9000,18.5,0.04996170339735633,-537.5
9200,14.499999999999998,0.04996170339735633,-637.5
9400,18.0,0.04996170339735633,-550.0
9600,17.0,0.04996170339735633,-575.0
9800,20.5,0.04996170339735633,-487.5
10000,20.0,0.04996170339735633,-500.0
