Batalhas,WinRate_Bloco,Epsilon,Avg_Reward_Bloco
200,21.5,0.04996170339735633,-462.5
400,21.5,0.04996170339735633,-462.5
600,17.5,0.04996170339735633,-562.5
800,18.5,0.04996170339735633,-537.5
1000,18.5,0.04996170339735633,-537.5
1200,19.0,0.04996170339735633,-525.0
1400,19.0,0.04996170339735633,-525.0
1600,19.0,0.04996170339735633,-525.0
1800,17.5,0.04996170339735633,-562.5
2000,20.0,0.04996170339735633,-500.0
2200,21.5,0.04996170339735633,-462.5
2400,18.0,0.04996170339735633,-550.0
2600,19.5,0.04996170339735633,-512.5
2800,19.0,0.04996170339735633,-525.0
3000,20.0,0.04996170339735633,-500.0
3200,15.0,0.04996170339735633,-625.0
3400,16.5,0.04996170339735633,-587.5
3600,19.5,0.04996170339735633,-512.5
3800,11.5,0.04996170339735633,-712.5
4000,17.5,0.04996170339735633,-562.5
4200,20.0,0.04996170339735633,-500.0
4400,17.0,0.04996170339735633,-575.0
4600,16.5,0.04996170339735633,-587.5
4800,19.0,0.04996170339735633,-525.0
5000,17.0,0.04996170339735633,-575.0
5200,18.0,0.04996170339735633,-550.0
5400,19.5,0.04996170339735633,-512.5
5600,18.5,0.04996170339735633,-537.5
5800,16.5,0.04996170339735633,-587.5
6000,20.5,0.04996170339735633,-487.5
6200,20.0,0.04996170339735633,-500.0
6400,18.5,0.04996170339735633,-537.5
6600,19.5,0.04996170339735633,-512.5
6800,19.0,0.04996170339735633,-525.0
7000,19.5,0.04996170339735633,-512.5
7200,20.0,0.04996170339735633,-500.0
7400,19.0,0.04996170339735633,-525.0
7600,21.5,0.04996170339735633,-462.5
7800,20.0,0.04996170339735633,-500.0
8000,17.5,0.04996170339735633,-562.5
8200,18.5,0.04996170339735633,-537.5
8400,12.5,0.04996170339735633,-687.5
8600,16.0,0.04996170339735633,-600.0
8800,20.5,0.04996170339735633,-487.5
9000,25.5,0.04996170339735633,-362.5
9200,18.5,0.04996170339735633,-537.5
9400,17.5,0.04996170339735633,-562.5
9600,13.0,0.04996170339735633,-675.0
9800,18.5,0.04996170339735633,-537.5
10000,15.0,0.04996170339735633,-625.0
