Batalhas,WinRate_Bloco,Epsilon,Avg_Reward_Bloco
200,18.0,0.04996170339735633,-550.0
400,24.5,0.04996170339735633,-387.5
600,20.0,0.04996170339735633,-500.0
800,18.0,0.04996170339735633,-550.0
1000,13.5,0.04996170339735633,-662.5
1200,18.5,0.04996170339735633,-537.5
1400,23.0,0.04996170339735633,-425.0
1600,23.0,0.04996170339735633,-425.0
1800,22.5,0.04996170339735633,-437.5
2000,18.0,0.04996170339735633,-550.0
2200,22.5,0.04996170339735633,-437.5
2400,22.5,0.04996170339735633,-437.5
2600,16.5,0.04996170339735633,-587.5
2800,20.5,0.04996170339735633,-487.5
3000,21.0,0.04996170339735633,-475.0
3200,19.0,0.04996170339735633,-525.0
3400,20.5,0.04996170339735633,-487.5
3600,23.0,0.04996170339735633,-425.0
3800,21.0,0.04996170339735633,-475.0
4000,20.5,0.04996170339735633,-487.5
4200,22.5,0.04996170339735633,-437.5
4400,19.0,0.04996170339735633,-525.0
4600,20.5,0.04996170339735633,-487.5
4800,20.0,0.04996170339735633,-500.0
5000,24.5,0.04996170339735633,-387.5
5200,16.0,0.04996170339735633,-600.0
5400,20.0,0.04996170339735633,-500.0
5600,18.0,0.04996170339735633,-550.0
5800,24.5,0.04996170339735633,-387.5
6000,20.5,0.04996170339735633,-487.5
6200,21.0,0.04996170339735633,-475.0
6400,20.5,0.04996170339735633,-487.5
6600,18.0,0.04996170339735633,-550.0
6800,21.0,0.04996170339735633,-475.0
7000,20.0,0.04996170339735633,-500.0
7200,19.5,0.04996170339735633,-512.5
7400,18.5,0.04996170339735633,-537.5
7600,23.0,0.04996170339735633,-425.0
7800,24.0,0.04996170339735633,-400.0
8000,22.0,0.04996170339735633,-450.0
8200,14.000000000000002,0.04996170339735633,-650.0
8400,21.5,0.04996170339735633,-462.5
8600,26.5,0.04996170339735633,-337.5
8800,16.5,0.04996170339735633,-587.5
9000,21.5,0.04996170339735633,-462.5
9200,18.5,0.04996170339735633,-537.5
9400,19.5,0.04996170339735633,-512.5
9600,16.5,0.04996170339735633,-587.5
9800,16.5,0.04996170339735633,-587.5
10000,21.5,0.04996170339735633,-462.5
