Batalhas,WinRate_Bloco,Epsilon,Avg_Reward_Bloco
200,17.0,0.04999316905565785,-575.0
400,19.0,0.04999316905565785,-525.0
600,19.5,0.04999316905565785,-512.5
800,25.0,0.04999316905565785,-375.0
1000,20.5,0.04999316905565785,-487.5
1200,19.0,0.04999316905565785,-525.0
1400,22.0,0.04999316905565785,-450.0
1600,15.5,0.04999316905565785,-612.5
1800,16.5,0.04999316905565785,-587.5
2000,19.5,0.04999316905565785,-512.5
2200,19.5,0.04999316905565785,-512.5
2400,19.5,0.04999316905565785,-512.5
2600,17.5,0.04999316905565785,-562.5
2800,21.5,0.04999316905565785,-462.5
3000,19.0,0.04999316905565785,-525.0
3200,20.5,0.04999316905565785,-487.5
3400,16.0,0.04999316905565785,-600.0
3600,21.0,0.04999316905565785,-475.0
3800,17.5,0.04999316905565785,-562.5
4000,16.5,0.04999316905565785,-587.5
4200,15.0,0.04999316905565785,-625.0
4400,15.5,0.04999316905565785,-612.5
4600,12.5,0.04999316905565785,-687.5
4800,19.0,0.04999316905565785,-525.0
5000,19.5,0.04999316905565785,-512.5
5200,18.0,0.04999316905565785,-550.0
5400,22.5,0.04999316905565785,-437.5
5600,17.0,0.04999316905565785,-575.0
5800,18.5,0.04999316905565785,-537.5
6000,18.5,0.04999316905565785,-537.5
6200,20.5,0.04999316905565785,-487.5
6400,18.0,0.04999316905565785,-550.0
6600,15.5,0.04999316905565785,-612.5
6800,20.0,0.04999316905565785,-500.0
7000,21.5,0.04999316905565785,-462.5
7200,21.5,0.04999316905565785,-462.5
7400,19.0,0.04999316905565785,-525.0
7600,18.0,0.04999316905565785,-550.0
7800,18.0,0.04999316905565785,-550.0
8000,17.0,0.04999316905565785,-575.0
8200,20.5,0.04999316905565785,-487.5
8400,26.5,0.04999316905565785,-337.5
8600,22.0,0.04999316905565785,-450.0
8800,23.5,0.04999316905565785,-412.5
9000,23.0,0.04999316905565785,-425.0
9200,19.5,0.04999316905565785,-512.5
9400,20.0,0.04999316905565785,-500.0
9600,18.0,0.04999316905565785,-550.0
9800,18.0,0.04999316905565785,-550.0
10000,22.0,0.04999316905565785,-450.0
