Batalhas,WinRate_Bloco,Epsilon,Avg_Reward_Bloco
200,16.5,0.04996170339735633,-587.5
400,13.5,0.04996170339735633,-662.5
600,16.0,0.04996170339735633,-600.0
800,13.5,0.04996170339735633,-662.5
1000,13.0,0.04996170339735633,-675.0
1200,13.0,0.04996170339735633,-675.0
1400,14.000000000000002,0.04996170339735633,-650.0
1600,12.5,0.04996170339735633,-687.5
1800,14.000000000000002,0.04996170339735633,-650.0
2000,14.000000000000002,0.04996170339735633,-650.0
2200,9.5,0.04996170339735633,-762.5
2400,12.5,0.04996170339735633,-687.5
2600,17.5,0.04996170339735633,-562.5
2800,15.0,0.04996170339735633,-625.0
3000,13.5,0.04996170339735633,-662.5
3200,14.000000000000002,0.04996170339735633,-650.0
3400,14.000000000000002,0.04996170339735633,-650.0
3600,16.5,0.04996170339735633,-587.5
3800,11.0,0.04996170339735633,-725.0
4000,12.0,0.04996170339735633,-700.0
4200,12.5,0.04996170339735633,-687.5
4400,12.0,0.04996170339735633,-700.0
4600,13.0,0.04996170339735633,-675.0
4800,11.0,0.04996170339735633,-725.0
5000,20.0,0.04996170339735633,-500.0
