Batalhas,WinRate_Bloco,Epsilon,Avg_Reward_Bloco
200,18.5,0.04996170339735633,-537.5
400,10.5,0.04996170339735633,-737.5
600,14.000000000000002,0.04996170339735633,-650.0
800,10.0,0.04996170339735633,-750.0
1000,12.0,0.04996170339735633,-700.0
1200,14.000000000000002,0.04996170339735633,-650.0
1400,14.499999999999998,0.04996170339735633,-637.5
1600,13.5,0.04996170339735633,-662.5
1800,16.5,0.04996170339735633,-587.5
2000,12.5,0.04996170339735633,-687.5
2200,12.5,0.04996170339735633,-687.5
2400,13.5,0.04996170339735633,-662.5
2600,10.5,0.04996170339735633,-737.5
2800,13.5,0.04996170339735633,-662.5
3000,12.5,0.04996170339735633,-687.5
3200,10.0,0.04996170339735633,-750.0
3400,17.5,0.04996170339735633,-562.5
3600,12.5,0.04996170339735633,-687.5
3800,11.5,0.04996170339735633,-712.5
4000,13.0,0.04996170339735633,-675.0
4200,15.5,0.04996170339735633,-612.5
4400,14.499999999999998,0.04996170339735633,-637.5
4600,11.0,0.04996170339735633,-725.0
4800,10.5,0.04996170339735633,-737.5
5000,11.0,0.04996170339735633,-725.0
5200,16.0,0.04996170339735633,-600.0
5400,18.0,0.04996170339735633,-550.0
5600,14.499999999999998,0.04996170339735633,-637.5
5800,18.0,0.04996170339735633,-550.0
6000,10.5,0.04996170339735633,-737.5
6200,12.0,0.04996170339735633,-700.0
6400,14.499999999999998,0.04996170339735633,-637.5
6600,16.0,0.04996170339735633,-600.0
6800,12.5,0.04996170339735633,-687.5
7000,13.5,0.04996170339735633,-662.5
7200,18.0,0.04996170339735633,-550.0
7400,15.0,0.04996170339735633,-625.0
7600,15.5,0.04996170339735633,-612.5
7800,14.499999999999998,0.04996170339735633,-637.5
8000,17.0,0.04996170339735633,-575.0
8200,13.0,0.04996170339735633,-675.0
8400,8.5,0.04996170339735633,-787.5
8600,8.5,0.04996170339735633,-787.5
8800,18.0,0.04996170339735633,-550.0
9000,12.5,0.04996170339735633,-687.5
9200,13.5,0.04996170339735633,-662.5
9400,12.0,0.04996170339735633,-700.0
9600,15.5,0.04996170339735633,-612.5
9800,15.5,0.04996170339735633,-612.5
10000,13.5,0.04996170339735633,-662.5
