Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,54.80,548,452,387955,0.0852,11.24,44.68,35,0,0.34,2.82,38.9,2,147380,89
2000,51.10,511,489,389462,0.0812,11.30,44.77,-373,0,0.33,2.76,37.4,1,147972,174
3000,56.30,563,437,390840,0.0768,11.38,44.83,199,0,0.33,2.86,38.6,2,148513,263
4000,53.20,532,468,392351,0.0728,11.46,44.88,-103,0,0.33,2.83,42.5,6,149106,357
5000,54.80,548,452,393750,0.0686,11.52,44.94,38,0,0.33,2.86,37.1,1,149655,446
6000,53.50,535,465,395187,0.0644,11.60,45.01,-87,0,0.33,2.84,40.9,4,150219,536
7000,57.30,573,427,396691,0.0604,11.67,45.08,317,0,0.43,2.85,40.0,3,150810,679
8000,56.10,561,439,398022,0.0559,11.75,45.14,212,1,0.34,2.91,41.8,5,151332,816
9000,54.70,547,453,399461,0.0517,11.81,45.20,23,0,0.34,2.89,35.1,0,151900,933
10000,55.90,559,441,400861,0.0500,11.89,45.27,180,0,0.34,2.80,42.7,5,152450,1107
