Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,55.40,554,446,402172,0.0500,11.96,45.34,104,0,0.33,2.92,39.1,1,152965,93
2000,55.70,557,443,403593,0.0500,12.03,45.40,139,0,0.33,2.92,39.1,3,153523,183
3000,54.00,540,460,404993,0.0500,12.09,45.46,-38,1,0.33,2.93,38.5,2,154073,273
4000,53.10,531,469,406389,0.0500,12.17,45.52,-152,0,0.33,2.79,42.3,4,154620,369
5000,53.80,538,462,407808,0.0500,12.24,45.58,-52,0,0.33,2.90,42.5,5,155177,468
6000,55.30,553,447,409231,0.0500,12.31,45.65,92,0,0.33,2.94,37.5,1,155736,556
7000,52.80,528,472,410585,0.0500,12.37,45.73,-176,0,0.33,2.89,37.6,1,156268,647
8000,55.40,554,446,411915,0.0500,12.44,45.79,124,0,0.34,2.98,38.5,2,156790,751
9000,55.90,559,441,413238,0.0500,12.51,45.85,170,0,0.98,3.00,39.3,2,157310,865
10000,55.50,555,445,414573,0.0500,12.57,45.91,114,0,0.34,2.94,37.7,1,157834,1004
