Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,56.80,568,432,475032,0.0500,15.84,48.43,260,0,0.50,2.94,40.7,3,181577,126
2000,56.90,569,431,476054,0.0500,15.90,48.48,254,0,0.48,2.90,39.0,1,181978,257
3000,58.20,582,418,477150,0.0500,15.96,48.51,405,0,0.48,2.92,40.3,3,182409,392
4000,56.70,567,433,478267,0.0500,16.01,48.54,250,0,0.48,2.92,38.1,1,182847,525
5000,56.90,569,431,479385,0.0500,16.07,48.57,272,0,0.49,2.91,41.1,3,183286,658
6000,55.60,556,444,480377,0.0500,16.14,48.61,137,0,0.46,2.88,43.2,4,183676,797
7000,58.50,585,415,481495,0.0500,16.20,48.64,435,0,0.47,2.97,38.9,1,184115,927
8000,55.40,554,446,482568,0.0500,16.26,48.69,105,0,0.48,2.89,39.6,2,184536,1069
9000,59.30,593,407,483577,0.0500,16.31,48.72,515,0,0.46,2.95,38.1,1,184932,1215
10000,56.40,564,436,484653,0.0500,16.39,48.76,241,0,0.44,2.89,48.1,8,185354,1501
