Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,55.60,556,444,464430,0.0500,15.24,48.05,157,0,0.33,2.94,41.0,4,177414,95
2000,55.40,554,446,465588,0.0500,15.30,48.09,102,0,0.33,2.90,40.1,1,177869,186
3000,58.50,585,415,466723,0.0500,15.36,48.12,466,0,0.32,3.02,41.0,5,178314,279
4000,58.30,583,417,467812,0.0500,15.43,48.16,450,0,0.33,2.98,43.4,7,178742,381
5000,57.70,577,423,468889,0.0500,15.49,48.20,350,0,0.33,2.97,38.2,1,179165,467
6000,57.30,573,427,469885,0.0500,15.56,48.23,307,0,0.33,2.87,41.9,3,179556,573
7000,57.70,577,423,470852,0.0500,15.61,48.28,357,0,0.33,2.87,37.8,2,179935,672
8000,56.00,560,440,471886,0.0500,15.67,48.33,153,0,0.93,2.90,37.0,0,180341,792
9000,58.90,589,411,472934,0.0500,15.73,48.36,474,0,0.36,2.94,37.5,1,180753,930
10000,58.50,585,415,473961,0.0500,15.78,48.40,422,0,0.38,2.98,36.6,0,181156,1125
