Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1,43.4,434,566,19235,0.397,1.98,15.22,-1259,0,0.33,2.54,32.6,1,6693,73
2,44.8,448,552,33848,0.394,2.24,18.22,-1108,0,0.33,2.59,31.8,0,11783,143
3,44.0,440,560,46518,0.391,2.52,20.6,-1158,0,0.33,2.63,35.6,3,16202,223
4,42.4,424,576,57978,0.388,2.71,22.18,-1339,0,0.46,2.58,34.4,2,20200,329
5,45.4,454,546,68360,0.385,2.87,23.4,-1020,0,0.45,2.62,33.3,1,23822,427
6,39.9,399,601,77816,0.382,3.05,24.52,-1628,1,0.44,2.48,34.8,1,27120,536
7,43.7,437,563,86504,0.379,3.22,25.57,-1186,0,0.45,2.59,35.8,2,30153,644
8,43.2,432,568,94874,0.376,3.38,26.45,-1240,0,0.41,2.6,36.1,2,33075,746
9,41.5,415,585,103039,0.373,3.54,27.21,-1430,0,0.97,2.52,37.3,2,35926,870
10,43.4,434,566,110763,0.37,3.67,27.89,-1230,0,0.45,2.56,36.0,2,38624,990
11,49.4,494,506,118296,0.367,3.79,28.55,-580,0,0.51,2.61,36.5,2,41578,126
12,49.7,497,503,125417,0.364,3.89,29.18,-568,0,0.48,2.53,34.3,0,44371,236
13,49.4,494,506,132167,0.361,4.01,29.68,-568,0,0.48,2.6,36.5,2,47018,349
14,49.3,493,507,138546,0.358,4.13,30.19,-579,0,0.46,2.69,36.5,1,49519,466
15,49.6,496,504,144719,0.355,4.26,30.73,-542,1,0.47,2.69,38.4,4,51940,581
16,48.9,489,511,150623,0.352,4.38,31.19,-628,0,0.65,2.64,37.3,3,54255,710
17,47.5,475,525,156045,0.349,4.49,31.68,-793,0,0.48,2.54,35.5,1,56381,837
18,48.4,484,516,161584,0.346,4.59,32.17,-684,0,0.49,2.63,34.8,1,58553,984
19,49.7,497,503,166613,0.343,4.72,32.55,-498,0,0.48,2.74,38.6,5,60526,1140
20,50.8,508,492,171803,0.34,4.82,32.91,-427,0,0.5,2.69,35.9,1,62561,1320
21,48.0,480,520,177053,0.337,4.93,33.24,-713,0,0.42,2.65,39.5,3,64621,111
22,50.7,507,493,181826,0.334,5.04,33.55,-408,0,0.46,2.73,37.8,3,66493,230
23,50.0,500,500,186710,0.331,5.15,33.87,-506,0,0.47,2.68,38.8,2,68409,357
24,50.3,503,497,191305,0.328,5.24,34.22,-469,0,0.47,2.73,35.6,0,70211,474
25,49.1,491,509,195940,0.325,5.33,34.54,-612,0,0.47,2.76,36.2,1,72029,587
26,48.1,481,519,200315,0.322,5.42,34.82,-698,0,0.46,2.73,35.9,1,73745,707
27,48.4,484,516,204712,0.319,5.52,35.11,-690,0,0.47,2.65,36.8,1,75470,835
28,51.4,514,486,208973,0.316,5.6,35.39,-346,0,0.48,2.73,35.9,1,77143,965
29,48.8,488,512,212959,0.313,5.7,35.7,-621,0,0.5,2.75,38.0,1,78707,1119
30,49.5,495,505,216914,0.31,5.8,35.98,-556,0,0.48,2.77,37.1,1,80258,1319
31,46.9,469,531,220820,0.307,5.89,36.22,-847,0,0.34,2.71,37.2,1,81791,88
