Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,51.80,518,482,371788,0.1224,10.52,43.98,-281,0,0.48,2.84,40.8,3,141034,117
2000,53.20,532,468,373486,0.1188,10.60,44.05,-112,0,0.39,2.85,42.2,5,141701,230
3000,51.50,515,485,375085,0.1151,10.67,44.14,-311,0,0.50,2.85,38.3,2,142328,337
4000,53.70,537,463,376675,0.1113,10.74,44.21,-87,0,0.39,2.77,38.5,2,142952,442
5000,54.20,542,458,378410,0.1078,10.81,44.27,-48,0,0.39,2.76,38.1,0,143633,548
6000,53.60,536,464,380029,0.1041,10.88,44.36,-86,0,0.44,2.85,38.5,2,144269,677
7000,54.00,540,460,381609,0.1003,10.95,44.42,-37,0,0.34,2.90,37.7,2,144889,778
8000,59.10,591,409,383279,0.0968,11.02,44.48,511,0,0.50,2.89,41.5,4,145545,949
9000,55.60,556,444,384859,0.0930,11.09,44.56,120,0,0.45,2.88,38.4,2,146165,1130
10000,51.70,517,483,386532,0.0894,11.16,44.61,-289,0,2.19,2.82,40.5,3,146821,1301
