Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,46.00,460,540,256565,0.2770,6.74,38.21,-951,0,0.54,2.73,35.4,0,95814,128
2000,50.80,508,492,259674,0.2740,6.82,38.37,-414,0,0.50,2.79,36.9,2,97034,261
3000,49.60,496,504,262865,0.2710,6.91,38.54,-516,0,0.50,2.79,39.9,4,98286,404
4000,50.40,504,496,265890,0.2680,7.00,38.72,-449,0,0.49,2.76,38.2,2,99474,540
5000,48.90,489,511,269060,0.2650,7.07,38.87,-615,0,0.50,2.77,37.0,1,100718,678
6000,49.90,499,501,271813,0.2620,7.16,39.03,-501,0,0.51,2.92,36.5,1,101798,808
7000,50.40,504,496,274643,0.2590,7.24,39.18,-466,0,0.50,2.81,36.4,0,102908,942
8000,49.50,495,505,277467,0.2560,7.32,39.30,-549,0,0.46,2.75,38.0,3,104016,1084
9000,46.10,461,539,280424,0.2530,7.39,39.45,-922,0,0.48,2.68,36.2,1,105177,1228
10000,49.70,497,503,283283,0.2500,7.47,39.60,-527,1,0.47,2.82,38.1,2,106299,1378
