Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,55.70,557,443,453021,0.0500,14.62,47.62,122,0,0.35,2.87,39.8,1,172933,92
2000,55.70,557,443,454141,0.0500,14.69,47.66,134,0,0.33,2.91,40.9,3,173373,184
3000,61.10,611,389,455286,0.0500,14.74,47.71,718,0,0.33,3.04,37.5,1,173822,271
4000,55.40,554,446,456441,0.0500,14.81,47.76,116,0,0.33,2.94,41.2,4,174276,365
5000,55.10,551,449,457620,0.0500,14.87,47.79,74,0,0.33,2.87,41.0,2,174739,461
6000,57.10,571,429,458750,0.0500,14.93,47.85,271,0,0.33,2.91,38.0,0,175183,555
7000,59.10,591,409,459863,0.0500,14.99,47.89,511,1,0.33,2.82,40.5,4,175620,660
8000,55.80,558,442,461096,0.0500,15.05,47.93,143,0,0.34,2.90,40.2,1,176104,779
9000,56.80,568,432,462196,0.0500,15.12,47.98,263,0,0.33,2.90,42.3,4,176536,907
10000,57.10,571,429,463354,0.0500,15.17,48.01,283,0,0.33,2.88,37.9,1,176991,1054
