Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,55.90,559,441,441673,0.0500,13.97,47.10,154,0,0.34,2.94,38.1,0,168477,90
2000,51.50,515,485,442930,0.0500,14.03,47.16,-325,0,0.33,2.84,39.6,1,168970,179
3000,53.60,536,464,443957,0.0500,14.11,47.21,-61,0,0.33,2.92,40.9,3,169374,272
4000,56.00,560,440,445229,0.0500,14.16,47.25,175,0,0.33,2.87,38.6,2,169873,366
5000,55.80,558,442,446313,0.0500,14.23,47.30,144,0,0.33,2.93,38.5,1,170299,452
6000,57.80,578,422,447372,0.0500,14.29,47.35,365,0,0.33,2.92,38.4,2,170715,546
7000,56.20,562,438,448496,0.0500,14.36,47.40,192,0,0.33,2.93,40.5,4,171156,640
8000,54.60,546,454,449649,0.0500,14.43,47.46,33,0,0.33,2.91,42.0,4,171608,780
9000,57.90,579,421,450797,0.0500,14.49,47.51,377,0,0.33,2.98,39.0,1,172059,922
10000,52.80,528,472,451897,0.0500,14.56,47.57,-170,0,0.34,2.90,40.3,3,172491,1103
