Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,43.40,434,566,19235,0.3970,1.98,15.22,-1259,0,0.33,2.54,32.6,1,6693,73
2000,44.80,448,552,33848,0.3940,2.24,18.22,-1108,0,0.33,2.59,31.8,0,11783,143
3000,44.00,440,560,46518,0.3910,2.52,20.60,-1158,0,0.33,2.63,35.6,3,16202,223
4000,42.40,424,576,57978,0.3880,2.71,22.18,-1339,0,0.46,2.58,34.4,2,20200,329
5000,45.40,454,546,68360,0.3850,2.87,23.40,-1020,0,0.45,2.62,33.3,1,23822,427
6000,39.90,399,601,77816,0.3820,3.05,24.52,-1628,1,0.44,2.48,34.8,1,27120,536
7000,43.70,437,563,86504,0.3790,3.22,25.57,-1186,0,0.45,2.59,35.8,2,30153,644
8000,43.20,432,568,94874,0.3760,3.38,26.45,-1240,0,0.41,2.60,36.1,2,33075,746
9000,41.50,415,585,103039,0.3730,3.54,27.21,-1430,0,0.97,2.52,37.3,2,35926,870
10000,43.40,434,566,110763,0.3700,3.67,27.89,-1230,0,0.45,2.56,36.0,2,38624,990
