Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,46.90,469,531,220820,0.3070,5.89,36.22,-847,0,0.34,2.71,37.2,1,81791,88
2000,45.50,455,545,224739,0.3040,5.97,36.45,-993,0,0.44,2.74,35.9,0,83328,194
3000,47.70,477,523,228371,0.3010,6.06,36.66,-759,1,0.47,2.73,35.8,1,84753,310
4000,48.10,481,519,232206,0.2980,6.14,36.87,-696,0,0.55,2.82,37.3,1,86257,430
5000,47.60,476,524,236201,0.2950,6.22,37.06,-754,0,0.43,2.77,37.3,0,87824,537
6000,47.80,478,522,239669,0.2920,6.32,37.27,-731,0,0.36,2.72,38.2,3,89185,636
7000,48.30,483,517,243118,0.2890,6.41,37.49,-683,0,0.33,2.70,38.4,2,90538,724
8000,47.00,470,530,246506,0.2860,6.50,37.69,-815,0,0.47,2.78,37.3,1,91867,874
9000,47.90,479,521,249874,0.2830,6.58,37.89,-727,0,0.52,2.80,35.9,0,93189,1053
10000,46.70,467,533,253325,0.2800,6.66,38.03,-858,0,0.50,2.76,38.7,2,94542,1243
