Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,48.00,480,520,177053,0.3370,4.93,33.24,-713,0,0.42,2.65,39.5,3,64621,111
2000,50.70,507,493,181826,0.3340,5.04,33.55,-408,0,0.46,2.73,37.8,3,66493,230
3000,50.00,500,500,186710,0.3310,5.15,33.87,-506,0,0.47,2.68,38.8,2,68409,357
4000,50.30,503,497,191305,0.3280,5.24,34.22,-469,0,0.47,2.73,35.6,0,70211,474
5000,49.10,491,509,195940,0.3250,5.33,34.54,-612,0,0.47,2.76,36.2,1,72029,587
6000,48.10,481,519,200315,0.3220,5.42,34.82,-698,0,0.46,2.73,35.9,1,73745,707
7000,48.40,484,516,204712,0.3190,5.52,35.11,-690,0,0.47,2.65,36.8,1,75470,835
8000,51.40,514,486,208973,0.3160,5.60,35.39,-346,0,0.48,2.73,35.9,1,77143,965
9000,48.80,488,512,212959,0.3130,5.70,35.70,-621,0,0.50,2.75,38.0,1,78707,1119
10000,49.50,495,505,216914,0.3100,5.80,35.98,-556,0,0.48,2.77,37.1,1,80258,1319
