Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,48.50,485,515,286135,0.2470,7.55,39.78,-659,0,0.48,2.72,37.6,1,107418,121
2000,47.80,478,522,288881,0.2440,7.63,39.93,-744,0,0.45,2.74,38.4,1,108496,235
3000,52.80,528,472,291540,0.2410,7.70,40.07,-193,0,0.44,2.82,36.1,0,109540,343
4000,50.50,505,495,294196,0.2380,7.78,40.22,-454,0,0.41,2.72,37.5,1,110582,454
5000,51.90,519,481,296812,0.2350,7.86,40.37,-279,1,0.48,2.83,38.8,1,111609,574
6000,48.90,489,511,299400,0.2320,7.95,40.51,-608,0,0.44,2.80,40.7,3,112624,699
7000,51.10,511,489,302132,0.2290,8.03,40.66,-366,0,0.46,2.75,40.8,5,113696,829
8000,52.70,527,473,304751,0.2260,8.10,40.78,-205,0,1.06,2.79,37.2,1,114724,1012
9000,51.10,511,489,307111,0.2230,8.18,40.92,-361,0,0.48,2.84,38.3,2,115650,1176
10000,50.00,500,500,309531,0.2200,8.26,41.05,-493,0,0.49,2.81,38.5,2,116600,1296
