Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,57.20,572,428,428952,0.0500,13.31,46.57,293,0,0.33,2.89,37.9,1,163481,90
2000,56.50,565,435,430209,0.0500,13.38,46.62,239,0,0.38,2.93,41.5,4,163975,196
3000,54.80,548,452,431444,0.0500,13.45,46.69,38,0,0.33,2.87,39.6,2,164460,288
4000,55.60,556,444,432783,0.0500,13.51,46.74,113,0,0.33,2.83,39.9,1,164986,385
5000,58.10,581,419,434106,0.0500,13.57,46.79,401,0,0.33,2.99,38.8,0,165505,473
6000,56.60,566,434,435451,0.0500,13.63,46.82,249,0,0.33,2.92,40.1,4,166033,570
7000,55.30,553,447,436714,0.0500,13.71,46.89,126,1,0.33,2.86,46.3,8,166529,682
8000,56.70,567,433,437951,0.0500,13.78,46.94,260,1,0.34,2.95,40.6,3,167015,841
9000,56.10,561,439,439307,0.0500,13.84,46.98,181,0,0.33,2.92,39.8,3,167548,986
10000,57.30,573,427,440540,0.0500,13.91,47.04,309,0,0.33,2.87,42.4,3,168032,1079
