Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,49.40,494,506,118296,0.3670,3.79,28.55,-580,0,0.51,2.61,36.5,2,41578,126
2000,49.70,497,503,125417,0.3640,3.89,29.18,-568,0,0.48,2.53,34.3,0,44371,236
3000,49.40,494,506,132167,0.3610,4.01,29.68,-568,0,0.48,2.60,36.5,2,47018,349
4000,49.30,493,507,138546,0.3580,4.13,30.19,-579,0,0.46,2.69,36.5,1,49519,466
5000,49.60,496,504,144719,0.3550,4.26,30.73,-542,1,0.47,2.69,38.4,4,51940,581
6000,48.90,489,511,150623,0.3520,4.38,31.19,-628,0,0.65,2.64,37.3,3,54255,710
7000,47.50,475,525,156045,0.3490,4.49,31.68,-793,0,0.48,2.54,35.5,1,56381,837
8000,48.40,484,516,161584,0.3460,4.59,32.17,-684,0,0.49,2.63,34.8,1,58553,984
9000,49.70,497,503,166613,0.3430,4.72,32.55,-498,0,0.48,2.74,38.6,5,60526,1140
10000,50.80,508,492,171803,0.3400,4.82,32.91,-427,0,0.50,2.69,35.9,1,62561,1320
